Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4272647293,2015-12-30T00:00:00,922,,,CA,201607,,GMC,PA,WT,500 ALPINE ST,647R1,56,80.56E4+,RED ZONE,93,6489116,1845307.1
4272647315,2015-12-30T00:00:00,931,,,CA,201607,,GMC,PA,BN,810 NORTH BROADWAY,647R1,56,80.56E4+,RED ZONE,93,6489515,1845215
4272647326,2015-12-30T00:00:00,936,,,CA,201608,,GMC,PA,WT,800 VIGNES ST,647R1,56,80.56E4+,RED ZONE,93,99999,99999
4272647330,2015-12-30T00:00:00,1034,,,CA,201607,,GMC,PA,BN,600 CESAR E CHAVEZ AVE E,647R1,56,80.56E4+,RED ZONE,93,6488040,1844357.7
4272647341,2015-12-30T00:00:00,1048,,,CA,201701,,GMC,PA,BN,802 ALPINE ST,647R1,56,80.56E4+,RED ZONE,93,99999,99999
4272647352,2015-12-30T00:00:00,1229,,,CA,201608,,GMC,PA,WT,3000 LINCOLN PARK AVE,647R1,56,80.56E4+,RED ZONE,93,99999,99999
4272647363,2015-12-30T00:00:00,1233,,,TX,201608,,TOYT,PA,BK,2735 LINCOLN PARK AVE,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272647374,2015-12-30T00:00:00,1235,,,CA,201611,,KIA,PA,BK,3622 POMONA ST,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272647385,2015-12-30T00:00:00,1238,,,CA,201512,,BMW,PA,BK,3310 SIERRA ST,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272647396,2015-12-30T00:00:00,1243,,,CA,201608,,TOYT,PA,BL,2416 EASTERN AVE,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272647400,2015-12-30T00:00:00,1244,,,CA,201601,,FORD,PA,BK,2432 EASTERN AVE,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272647411,2015-12-30T00:00:00,1245,,,CA,201606,,BMW,PA,BK,2432 EASTERN AVE,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272647422,2015-12-30T00:00:00,1246,,,CA,201610,,TOYT,PA,WT,2432 EASTERN AVE,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272647433,2015-12-30T00:00:00,1249,,,CA,,,NISS,PA,BK,2526 EASTERN AVE,647R1,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272654120,2015-12-30T00:00:00,1614,,,CA,201610,,TOYT,PA,GY,118 FLORENCE AVE E,500,55,80.7,NO STOPPING/ANTI-GRI,163,6478493,1813285.3
4272654131,2015-12-30T00:00:00,1619,,,CA,201602,,FORD,PA,RD,8213 CENTRAL AVE S,500,55,80.69AP+,NO STOP/STANDING,93,6483920.2,1809346.3
4272654142,2015-12-30T00:00:00,1621,,,CA,201610,,HOND,PA,SL,8401 CENTRAL AVE S,500,55,80.69AP+,NO STOP/STANDING,93,6483919.2,1808976.2
4272654153,2015-12-30T00:00:00,1624,,,CA,201604,,NISS,PA,GY,624 MANCHESTER AVE E,500,55,80.7,NO STOPPING/ANTI-GRI,163,6475466.6,1807972.9
4272654164,2015-12-30T00:00:00,1629,,,CA,201604,,TOYT,PA,WT,7501 MAIN ST S,500,55,80.69AP+,NO STOP/STANDING,93,6478614.5,1812229.1
4272654175,2015-12-30T00:00:00,1630,,,CA,201608,,LINC,PA,WT,7409 MAIN ST S,500,55,80.69AP+,NO STOP/STANDING,93,6478614.4,1812480.1
4272654186,2015-12-30T00:00:00,1632,,,CA,,,MERZ,PA,GY,7415 MAIN ST S,500,55,80.69AP+,NO STOP/STANDING,93,6478614.5,1812404.4
4272654190,2015-12-30T00:00:00,1646,,,CA,201608,,HOND,PA,GN,4109 CENTRAL AVE S,500,55,80.69AP+,NO STOP/STANDING,93,6483931,1825789.4
4272654201,2015-12-30T00:00:00,1650,,,CA,201604,,GEO,PA,WT,5525 CENTRAL AVE S,500,55,80.69AP+,NO STOP/STANDING,93,99999,99999
4272654212,2015-12-30T00:00:00,1653,,,CA,201608,,BMW,PA,GY,5801 CENTRAL AVE S,500,55,80.69AP+,NO STOP/STANDING,93,6483931,1818939.6
4272654223,2015-12-30T00:00:00,1659,,,CA,201603,,HOND,PA,BK,5901 CENTRAL AVE S,500,55,80.69AP+,NO STOP/STANDING,93,6483928.4,1817776.5
4272654234,2015-12-30T00:00:00,1702,,,CA,201610,,NISS,PA,BK,6301 CENTRAL AVE S,500,55,80.69AP+,NO STOP/STANDING,93,99999,99999
4272654245,2015-12-30T00:00:00,1708,,,CA,201602,,DODG,PA,BN,8101 CENTRAL AVE S,500,55,80.69AP+,NO STOP/STANDING,93,6483920.7,1809648.4
4272654256,2015-12-30T00:00:00,1758,,,CA,201611,,NISS,PA,WT,8101 CENTRAL AVE S,500,55,80.56E4+,RED ZONE,93,6483920.7,1809648.4
4272654260,2015-12-30T00:00:00,1916,,,CA,201607,,KIA,PA,GY,201 58TH ST W,500,55,80.56E4+,RED ZONE,93,6477960.7,1818769.3
4272654271,2015-12-30T00:00:00,1929,,,CA,201601,,HOND,PA,BK,301 36TH ST E,500,55,80.56E4+,RED ZONE,93,6479720.4,1828177.9
4272654282,2015-12-30T00:00:00,1931,,,CA,201601,,HOND,PA,SL,301 35TH ST E,500,55,80.56E4+,RED ZONE,93,99999,99999
4272654293,2015-12-30T00:00:00,1943,,,CA,201601,,GMC,PA,WT,4300 WALL ST S,500,55,80.56E4+,RED ZONE,93,6479347.4,1824466.2
4272654304,2015-12-30T00:00:00,1945,,,CA,201604,,MERZ,PA,GY,4301 WALL ST S,500,55,80.56E4+,RED ZONE,93,6479347.3,1824563.7
4272654315,2015-12-30T00:00:00,1946,,,CA,201601,,VOLK,PA,GY,4301 WALL ST S,500,55,80.56E4+,RED ZONE,93,6479347.3,1824563.7
4272663356,2015-12-30T00:00:00,705,,,CA,201602,,NISS,PA,BK,133 NORMANDIE AVE N,476,54,80.69AA+,NO STOP/STAND,93,99999,99999
4272663360,2015-12-30T00:00:00,711,,,CA,201609,,DODG,PA,SL,141 NORMANDIE AVE S,476,54,80.69AA+,NO STOP/STAND,93,6470697.7,1849476
4272663371,2015-12-30T00:00:00,726,,,MX,,,HOND,PA,SL,3605 6TH ST W,476,54,80.69AA+,NO STOP/STAND,93,6470665.7,1845651.2
4272663382,2015-12-30T00:00:00,731,,,CA,201605,,SUZI,PA,WT,750 ARDMORE AVE S,476,54,8056,YELLOW ZONE,58,99999,99999
4272663393,2015-12-30T00:00:00,741,,,CA,201512,,HOND,PA,BL,675 CARONDELET ST S,476,54,8056,YELLOW ZONE,58,6476544.5,1844099.6
4272663404,2015-12-30T00:00:00,748,,,CA,201604,,VOLK,PA,GY,2800 JAMES M WOOD BL,476,54,80.69AA+,NO STOP/STAND,93,6474106.3,1842852.3
4272663415,2015-12-30T00:00:00,749,,,CA,201610,,TOYT,PA,BL,2804 JAMES M WOOD BL,476,54,80.69AA+,NO STOP/STAND,93,6474074.6,1842852.2
4272663426,2015-12-30T00:00:00,755,,,CA,201606,,DODG,PA,WT,2835 OLYMPIC BLVD W,476,54,80.7,NO STOPPING/ANTI-GRI,163,99999,99999
4272663430,2015-12-30T00:00:00,806,WW2643,,CA,,,TOYT,PA,WT,3401 SAN MARINO ST,476,54,88.13B+,METER EXP.,63,6468807,1842340.6
4272663441,2015-12-30T00:00:00,808,WW1546,,CA,201601,,LEXS,PA,GY,800 WESTERN AV S,476,54,88.13B+,METER EXP.,63,6468057.9,1853271.8
4272663452,2015-12-30T00:00:00,808,,,CA,201601,,LEXS,PA,GY,800 WESTERN AV S,476,54,5200,DISPLAY OF PLATES,25,6468057.9,1853271.8
4272663463,2015-12-30T00:00:00,810,WW1552,,CA,201611,,INFI,PA,BK,800 WESTERN AV S,476,54,88.13B+,METER EXP.,63,6468057.9,1853271.8
4272663474,2015-12-30T00:00:00,817,WW1667,,CA,201602,,NISS,PU,BL,3401 8TH ST W,476,54,88.13B+,METER EXP.,63,6469868.9,1843514
4272663485,2015-12-30T00:00:00,819,WW1909,,WA,201609,,FORD,PA,WT,801 SERRANO AV S,476,54,88.13B+,METER EXP.,63,6468806.9,1843512.1
4272663496,2015-12-30T00:00:00,823,WW1935,,CA,201609,,HOND,PA,RD,700 KINGSLEY DR S,476,54,88.13B+,METER EXP.,63,6469869,1844249.5
4272663500,2015-12-30T00:00:00,831,VW60A,,CA,201609,,HOND,PA,BL,3000 8TH ST W,476,54,88.13B+,METER EXP.,63,6473335.2,1843528.5
4272663511,2015-12-30T00:00:00,835,VW1973,,CA,201603,,CHEV,PA,WT,2901 7TH ST W,476,54,88.13B+,METER EXP.,63,6474652.2,1844265.7
4272663522,2015-12-30T00:00:00,837,VW1974,,CA,201510,,LEXS,PA,WT,2901 7TH ST W,476,54,88.13B+,METER EXP.,63,6474652.2,1844265.7
4272663533,2015-12-30T00:00:00,1048,,,CA,201602,,BMW,PA,WT,3286 SAN MARINO ST,476,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272663544,2015-12-30T00:00:00,1104,WA689,,CA,201602,,BMW,PA,GY,601 RAMPART BL S,476,54,88.13B+,METER EXP.,63,6476460.7,1845222
4272663555,2015-12-30T00:00:00,1132,WA965,,CA,,,HOND,PA,GY,2101 JAMES M WOOD BL,476,54,88.13B+,METER EXP.,63,6477222.1,1841924.9
4272663566,2015-12-30T00:00:00,1205,,,CA,201612,,MERZ,PA,WT,978 ARDMORE AVE S,476,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272663570,2015-12-30T00:00:00,1207,,,CA,201610,,MAZD,PA,GY,978 ARDMORE AVE S,476,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272663581,2015-12-30T00:00:00,1401,,,CA,201605,,INFI,PA,WT,1310 EDGEMONT ST N,476,54,80.69BS,NO PARK/STREET CLEAN,73,6472016.3,1857289.6
4272666904,2015-12-30T00:00:00,952,13,,CA,201607,,PORS,PA,BK,131 EDINBURGH AVE,472,54,80.58L,PREFERENTIAL PARKING,68,99999,99999
4272666915,2015-12-30T00:00:00,1004,,,CA,201601,,VOLV,PA,SL,813 EDINBURGH AVE,472,54,80.56E4+,RED ZONE,93,99999,99999
4272666926,2015-12-30T00:00:00,1010,LC445,,CA,201608,,VOLV,PA,WT,8401 MELROSE PL,472,54,88.13B+,METER EXP.,63,6448674.9,1853029
4272666930,2015-12-30T00:00:00,1103,30,,CA,201609,,DODG,PA,BG,718 CROFT AVE,472,54,80.58L,PREFERENTIAL PARKING,68,6448355.1,1853139.6
4272666941,2015-12-30T00:00:00,1116,30,,CA,201602,,MAZD,PA,WT,621 LA JOLLA AVE,472,54,80.58L,PREFERENTIAL PARKING,68,99999,99999
4272666963,2015-12-30T00:00:00,1139,,,CA,201509,,TOYT,PA,GY,7700 WARING AVE,472,54,5204A-,DISPLAY OF TABS,25,6453454.7,1853641.6
4272666974,2015-12-30T00:00:00,1159,LC41,,CA,201607,,BENT,PA,GN,8400 WILLOUGHBY AV,472,54,88.13B+,METER EXP.,63,6448677.4,1854267.1
4272666985,2015-12-30T00:00:00,1203,30,,CA,201609,,FORD,TK,GN,755 ALFRED ST N,472,54,80.58L,PREFERENTIAL PARKING,68,6448036,1853365.4
4272666996,2015-12-30T00:00:00,1207,30,,CA,201603,,LEXS,PA,BK,642 HARPER AVE,472,54,80.58L,PREFERENTIAL PARKING,68,6449916.2,1852593.7
4272667000,2015-12-30T00:00:00,1208,30,,CA,201607,,FORD,PA,WT,642 HARPER AVE,472,54,80.58L,PREFERENTIAL PARKING,68,6449916.2,1852593.7
4272667011,2015-12-30T00:00:00,1213,30,,CA,201601,,AUDI,PA,SL,632 EDINBURGH AVE,472,54,80.58L,PREFERENTIAL PARKING,68,6451526,1852535.8
4272667022,2015-12-30T00:00:00,1324,30,,CA,,,ROL,PA,BK,718 CROFT AVE,472,54,80.58L,PREFERENTIAL PARKING,68,6448355.1,1853139.6
4272667033,2015-12-30T00:00:00,1337,30,,CA,201611,,FIAT,PA,GN,619 LA JOLLA AVE,472,54,80.58L,PREFERENTIAL PARKING,68,6450211.6,1846353.5
4272667044,2015-12-30T00:00:00,1459,30,,CA,201510,,MERZ,PA,SL,743 ALFRED ST N,472,54,80.58L,PREFERENTIAL PARKING,68,6448035.8,1853288.7
4272667055,2015-12-30T00:00:00,1629,,,CA,201611,,HOND,PA,RD,4700 MAPLEWOOD AVE,472,54,5200,DISPLAY OF PLATES,25,6468733.5,1851597.6
4272685863,2015-12-30T00:00:00,754,,,CA,201602,,INFI,PA,BL,1215 105TH ST E,555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272685874,2015-12-30T00:00:00,758,,,CA,201608,,NISS,PA,BK,10526 PARMELEE AVE,555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272685885,2015-12-30T00:00:00,801,,,CA,201602,,NISS,PA,WT,10406 MARY AVE,555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272685896,2015-12-30T00:00:00,812,,,CA,201512,,TOYT,PA,GY,1462 99TH ST E,555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272685900,2015-12-30T00:00:00,813,,,CA,201602,,BUIC,PA,TN,1461 99TH ST E,555,55,80.69B,NO PARKING,73,99999,99999
4272685911,2015-12-30T00:00:00,814,,,CA,201512,,FORD,PA,BK,1551 99TH ST E,555,55,80.69B,NO PARKING,73,99999,99999
4272685922,2015-12-30T00:00:00,817,,,CA,201610,,MAZD,PA,GY,9716 GRANDEE AVE,555,55,80.69BS,NO PARK/STREET CLEAN,73,6487826.2,1803554
4272685933,2015-12-30T00:00:00,820,,,CA,201605,,DODG,PA,TN,9580 GRANDEE AVE,555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272685944,2015-12-30T00:00:00,822,,,CA,201605,,DODG,PA,GN,9570 GRANDEE AVE,555,55,80.69BS,NO PARK/STREET CLEAN,73,6487825.7,1804190.9
4272685955,2015-12-30T00:00:00,823,,,CA,201605,,FORD,PA,WT,9570 GRANDEE AVE,555,55,80.69BS,NO PARK/STREET CLEAN,73,6487825.7,1804190.9
4272685966,2015-12-30T00:00:00,824,,,CA,201611,,VOLK,PA,SL,1615 95TH PL E,555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272685970,2015-12-30T00:00:00,826,,,CA,,,CHRY,PA,SL,1615 95TH PL E,555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272685981,2015-12-30T00:00:00,828,,,CA,201601,,PONT,PA,GN,9315 MAIE AVE,555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272685992,2015-12-30T00:00:00,829,,,CA,201605,,DODG,PA,WT,9315 MAIE AVE,555,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272686003,2015-12-30T00:00:00,831,,,CA,201606,,NISS,PA,GY,9540 COMPTON AVE,555,55,80.69BS,NO PARK/STREET CLEAN,73,6487021.2,1804271.5
4272688582,2015-12-30T00:00:00,906,,,CA,201506,,VOLK,PA,WT,2918 ORCHARD AVE,57B,57,5204A-,DISPLAY OF TABS,25,99999,99999
4272688593,2015-12-30T00:00:00,1002,,,CA,201503,,FORD,PA,BL,1466 218TH ST,57B,57,5204A-,DISPLAY OF TABS,25,99999,99999
4272688604,2015-12-30T00:00:00,1003,,,CA,201302,,NISS,PA,RD,1450 WEST 218TH STREET,57B,57,5204A-,DISPLAY OF TABS,25,99999,99999
4272688615,2015-12-30T00:00:00,1008,,,CA,201511,,SUBA,PA,BK,21924 HALLDALE AVE,57B,57,5200,DISPLAY OF PLATES,25,99999,99999
4272688626,2015-12-30T00:00:00,1013,,,CA,201503,,PLYM,PA,WT,1302 WEST 219TH STREET,57B,57,5204A-,DISPLAY OF TABS,25,99999,99999
4272688630,2015-12-30T00:00:00,1016,,,CA,201506,,NISS,PU,WT,1441 WEST 221ST STREET,57B,57,5204A-,DISPLAY OF TABS,25,99999,99999
4272688641,2015-12-30T00:00:00,1030,,,CA,201412,,NISS,PA,WT,22536 HALLDALE AVENUE,57B,57,5204A-,DISPLAY OF TABS,25,99999,99999
4272688652,2015-12-30T00:00:00,1034,,,CA,201412,,BMW,PA,GN,22510 HALLDALE AVENUE,57B,57,5204A-,DISPLAY OF TABS,25,99999,99999
4272703175,2015-12-30T00:00:00,807,,,CA,201511,,NISS,PA,BK,4169 EDENHURST AVE,674,56,80.69BS,NO PARK/STREET CLEAN,73,6480304,1869010.6
4272703186,2015-12-30T00:00:00,809,,,CA,201602,,TOYT,PA,GY,4174 GARDEN AVE N,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703190,2015-12-30T00:00:00,810,,,CA,201601,,FORD,PA,GO,4152 GARDEN AVE N,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703201,2015-12-30T00:00:00,812,,,CA,201701,,TOYT,PA,WT,4120 GARDEN AVE N,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703212,2015-12-30T00:00:00,813,,,CA,201601,,JAGU,PA,SL,4112 GARDEN AVE N,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703223,2015-12-30T00:00:00,814,,,CA,201610,,NISS,PA,GY,4020 GARDEN AVE N,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703234,2015-12-30T00:00:00,817,,,CA,201611,,LEXS,PA,BK,4113 BRUNSWICK AVE N,674,56,80.69BS,NO PARK/STREET CLEAN,73,6480791,1868739.1
4272703245,2015-12-30T00:00:00,819,,,CA,201610,,FORD,PA,SL,4144 PERLITA AVE,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703256,2015-12-30T00:00:00,821,,,CA,201602,,MAZD,PA,SL,4130 PERLITA AVE,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703260,2015-12-30T00:00:00,823,,,CA,201601,,TOYT,PA,GY,4014 PERLITA AVE,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703271,2015-12-30T00:00:00,826,,,CA,201609,,HOND,PA,BK,4329 EDENHURST AVE,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703282,2015-12-30T00:00:00,828,,,CA,201609,,BMW,PA,BK,4409 EDENHURST AVE,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703293,2015-12-30T00:00:00,829,,,CA,201601,,FORD,PA,WT,4409 EDENHURST AVE,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703304,2015-12-30T00:00:00,830,,,CA,201511,,HOND,PA,GN,4036 CHEVY CHASE DR,674,56,80.69BS,NO PARK/STREET CLEAN,73,6479967.7,1871039
4272703315,2015-12-30T00:00:00,833,,,CA,201604,,TOYT,PA,GY,4129 BEMIS ST,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703326,2015-12-30T00:00:00,834,,,ND,201609,,HOND,PA,GN,4111 BEMIS ST,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703330,2015-12-30T00:00:00,836,,,CA,201605,,TOYT,PA,MR,4003 BEMIS ST,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703341,2015-12-30T00:00:00,839,,,CA,201610,,TOYT,PA,SL,4106 BAYWOOD ST,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703352,2015-12-30T00:00:00,841,,,CA,201604,,DODG,PA,GY,4011 SEQUOIA ST,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703363,2015-12-30T00:00:00,843,,,CA,201607,,TOYT,VN,GO,4667 BRUNSWICK AVE N,674,56,80.69BS,NO PARK/STREET CLEAN,73,6480256.3,1872149.9
4272703374,2015-12-30T00:00:00,847,,,CA,201607,,DODG,PU,WT,4200 CHEVY CHASE DR,674,56,80.69BS,NO PARK/STREET CLEAN,73,6481086.2,1871042
4272703385,2015-12-30T00:00:00,849,,,CA,201505,,INFI,PA,WT,4340 PERLITA AVE,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703396,2015-12-30T00:00:00,851,,,MA,201702,,JEEP,PA,SL,4296 PERLITA AVE,674,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272703400,2015-12-30T00:00:00,1023,,,CA,201506,,TOYT,PA,WT,500 FORT MOORE PL,674,56,5204A-,DISPLAY OF TABS,25,99999,99999
4272703411,2015-12-30T00:00:00,1055,,,CA,,,GMC,VN,BN,800 HILL ST N,674,56,80.56E4+,RED ZONE,93,6484179.2,1838663.5
4272703422,2015-12-30T00:00:00,1116,CC1134,,CA,201609,,LEXS,PA,WT,500 CESAR E CHAVEZ W,674,56,88.13B+,METER EXP.,63,99999,99999
4272703433,2015-12-30T00:00:00,1303,CC886,,CA,201601,,BUIC,PA,SL,100 FIGUEROA ST N,674,56,88.13B+,METER EXP.,63,6485346.1,1843501.1
4272703444,2015-12-30T00:00:00,1312,,,CA,,,GMC,VN,BN,950 HILL ST N,674,56,80.56E4+,RED ZONE,93,6483563.3,1837873.9
4272703455,2015-12-30T00:00:00,1358,,,CA,,,GMC,VN,BN,461 SPRING ST S,674,56,80.56E4+,RED ZONE,93,6486204.7,1839923.6
4272703466,2015-12-30T00:00:00,1406,,,CA,201606,,NISS,PA,GY,400 BAUCHET ST,674,56,80.56E4+,RED ZONE,93,6491073.6,1843807.5
4272712290,2015-12-30T00:00:00,48,,,CA,,,BMW,PA,WT,3485 SAWTELLE BOULEVARD,111,51,80.56E4+,RED ZONE,93,6433128.2,1828861
4272712301,2015-12-30T00:00:00,106,,,CA,201608,,HOND,PA,SL,S/O 12602 MATTESON AVE,111,51,22500E,BLOCKING DRIVEWAY,68,6429697.6,1822764.8
4272712312,2015-12-30T00:00:00,131,,,OK,201512,,FORD,TK,WT,3913 MOORE STREET,111,51,80.69.2,COMM VEH OVER TIME L,78,6428672.1,1821973.2
4272712323,2015-12-30T00:00:00,159,,,CA,201607,,CHEV,PA,RD,344 INDIANA AVENUE,111,51,22502A,18 IN. CURB/2 WAY,63,99999,99999
4272712334,2015-12-30T00:00:00,202,,,CA,201602,,AUDI,PA,SL,809 HAMPTON DRIVE,111,51,80.69B,NO PARKING,73,99999,99999
4272712345,2015-12-30T00:00:00,206,,,CA,201607,,MERZ,PA,GY,1301 ELECTRIC AVENUE,111,51,80.69B,NO PARKING,73,6419829,1819688.5
4272712356,2015-12-30T00:00:00,217,,,OR,201605,,CHEV,PA,GY,7 ROSE AVE,111,51,80.56E4+,RED ZONE,93,6416112.1,1820839.9
4272712360,2015-12-30T00:00:00,221,,,CA,201605,,CHEV,PA,WT,8 DUDLEY AVENUE,111,51,80.56E4+,RED ZONE,93,6416256.9,1820558.3
4272712371,2015-12-30T00:00:00,225,,,CA,201611,,AUDI,PA,BL,1234 PACIFIC AVE,111,51,86.06,CITY PARK/PROHIB,58,6418017.2,1818983.8
4272712382,2015-12-30T00:00:00,240,,,CA,201607,,DODG,VN,BL,4700 ALLA ROAD,111,51,80.69B,NO PARKING,73,6431086.9,1816971.7
4272712393,2015-12-30T00:00:00,306,525,,CA,201608,,DODG,TK,YE,950 LAKE STREET,111,51,80.54H1,OVNIGHT PRK W/OUT PE,68,6421887.8,1823103
4272712404,2015-12-30T00:00:00,312,525,,CA,201512,,OTHR,TR,BK,950 LAKE STREET,111,51,80.54H1,OVNIGHT PRK W/OUT PE,68,6421887.8,1823103
4272712415,2015-12-30T00:00:00,313,525,,WA,201603,,NISS,PA,WT,972 LAKE STREET,111,51,80.54H1,OVNIGHT PRK W/OUT PE,68,99999,99999
4272712426,2015-12-30T00:00:00,629,,,CA,201612,,NISS,PA,RD,4609 COOLIDGE AVE,111,51,80.56E4+,RED ZONE,93,99999,99999
4272712430,2015-12-30T00:00:00,642,,,CA,201606,,HOND,PA,BK,S/O 12005 HAVELOCK AVE,111,51,80.61,STANDNG IN ALLEY,68,99999,99999
4272712441,2015-12-30T00:00:00,657,,,CA,201603,,FORD,PA,WT,3753 SOUTH BARRINGTON AVENUE,111,51,80.69B,NO PARKING,73,99999,99999
4272712452,2015-12-30T00:00:00,701,,,CA,201607,,MITS,PA,BL,3753 SOUTH BARRINGTON AVENUE,111,51,80.69B,NO PARKING,73,99999,99999
4272723114,2015-12-30T00:00:00,906,,,CA,201510,,OTHR,TK,WT,313 FIGUEROA ST N,647R2,56,80.56E4+,RED ZONE,93,6484579.4,1842529.3
4272723125,2015-12-30T00:00:00,916,,,CA,201511,,OTHR,TK,WT,1348 SHATTO ST,647R2,56,80.56E4+,RED ZONE,93,6480925.6,1842422.2
4272723136,2015-12-30T00:00:00,931,WA1422,,CA,201509,,TOYT,PU,WT,1300 ALVARADO ST S,647R2,56,88.13B+,METER EXP.,63,6476817.9,1839268.3
4272723140,2015-12-30T00:00:00,932,,,CA,201509,,TOYT,PU,WT,1300 ALVARADO ST S,647R2,56,5204A-,DISPLAY OF TABS,25,6476817.9,1839268.3
4272723151,2015-12-30T00:00:00,938,,,CA,201603,,HOND,PA,BK,834 GREEN AVE,647R2,56,80.69B,NO PARKING,73,99999,99999
4272723162,2015-12-30T00:00:00,1135,,,CA,201605,,HOND,PA,GY,1230 EVERGREEN AVE N,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6502610.4,1842003.7
4272723173,2015-12-30T00:00:00,1135,,,CA,201610,,HUMM,PA,BK,1230 EVERGREEN AVE N,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6502610.4,1842003.7
4272723184,2015-12-30T00:00:00,1138,,,CA,201602,,TOYT,PA,WT,2731 GANAHL ST,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6501858.7,1841607.5
4272723195,2015-12-30T00:00:00,1140,,,CA,,,MAZD,PA,SL,1027 DUNDAS ST,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6502354.9,1840706.7
4272723206,2015-12-30T00:00:00,1145,,,CA,201601,,HOND,PA,WT,1060 LARA ST,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6501613.4,1841441.2
4272723210,2015-12-30T00:00:00,1154,,,CA,201610,,HOND,PA,PR,1136 STONE ST,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272723221,2015-12-30T00:00:00,1157,,,CA,201609,,HOND,PA,RD,1227 ATWOOD PL,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6503134.1,1841674.9
4272723232,2015-12-30T00:00:00,1158,,,CA,201601,,MAZD,PA,BK,1211 ATWOOD PL,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6503113.4,1841656.6
4272723243,2015-12-30T00:00:00,1159,,,CA,201603,,KIA,PA,BL,1217 ATWOOD PL,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4272723254,2015-12-30T00:00:00,1235,,,CA,201610,,CHRY,PA,SL,2730 JOHNSTON ST,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6498094.4,1851132.7
4272723265,2015-12-30T00:00:00,1236,,,CA,201602,,CHEV,VN,WT,2512 JOHNSTON ST,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6497951.2,1849990.7
4272723276,2015-12-30T00:00:00,1238,,,CA,201511,,CHRY,PA,GY,2400 JOHNSTON ST,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6497961.9,1849275.5
4272723280,2015-12-30T00:00:00,1241,,,CA,201702,,HOND,PA,GY,2414 JOHNSTON ST,647R2,56,80.69BS,NO PARK/STREET CLEAN,73,6497960.5,1849368.1
